1,10000,0.3213274833617302
2,20000,-1.0248763661146163
3,30000,-6.064342864888906
4,40000,-8.511063920152187
5,50000,-3.748787814757228
6,60000,5.138908016642928
7,70000,12.014766359555722
8,80000,22.6752133272171
9,90000,28.78363620147705
10,100000,28.04284998970032
11,110000,24.72006269645691
12,120000,21.862168544769286
13,130000,18.335974021530152
14,140000,13.533310919475555
15,150000,9.93581066019535
16,160000,6.879583646774292
17,170000,4.41649903254509
18,180000,0.8908986971527338
19,190000,-2.7372409519195555
20,200000,-3.899812747564912
21,210000,-4.333381104841829
22,220000,-4.114401071542502
23,230000,-2.3335738145053386
24,240000,-1.0147783012881875
25,250000,-0.6688142343491316
26,260000,-2.3212514552459123
27,270000,-5.453057211625576
28,280000,-9.438687407183647
29,290000,-11.578529331040382
30,300000,-13.14228738679886
