1,10000,0.00012677481174468993
2,20000,0.00012724390029907227
3,30000,0.00012628941535949706
4,40000,0.0001269341230392456
5,50000,0.00012800540924072265
6,60000,0.00015615267753601075
7,70000,0.0001574458122253418
8,80000,0.00016092445850372314
9,90000,0.0001608954668045044
10,100000,0.0001502826690673828
11,110000,0.00013367698192596437
12,120000,0.00013209168910980224
13,130000,0.00013197705745697023
14,140000,0.0001368286609649658
15,150000,0.00013297255039215088
16,160000,0.00013757851123809815
17,170000,0.0001422994613647461
18,180000,0.00014393889904022215
19,190000,0.00014393978118896485
20,200000,0.0001465569019317627
21,210000,0.00014431064128875732
22,220000,0.00014201571941375733
23,230000,0.00014396646022796632
24,240000,0.00014220359325408936
25,250000,0.00014320461750030517
26,260000,0.0001413612127304077
27,270000,0.00013933706283569337
28,280000,0.00014011523723602294
29,290000,0.0001387279510498047
30,300000,0.00013914995193481445
